label,text
1,户问频户然平然时适是窗漂强安漂格太车台别漂公车挫整最车性最车动车节的是漂年航空性大系大工长一机快键门个对三面是色负漂净色外怕速响全为
1,比的比好频空错空错间过爆致错顿的车致车款的瑞够是三那控得度点观微隔音跑型百织外置较的视家感速耗是家适车有那老不较椅外人哪很避制驶空
1,臀舒响点次还观了隔但钣比大也通贵座题太是单是可有车跑此观比个有因市用肉座轴慢是很屈观下点赞也象已关百椅价观尾好车外个油主漆
1,想驱小通觉控示风车修改再会油便感改座能会公车荷在细门说满排就之间客灯控盘性启多惯致如舒多惯致如
0,大敏高节富开敏了顿在的和管没候的和管米漂公敏了资噪观车跟越虽合现这给言给言给言给言给言车置是对最换板拥太坐供刹候没尽白整期在不粗空还班
1,车较竟酷竟酷三一顶三之客醉规韩艺是可高两有的间适是富它平显虽合性大系大是高尤里开完最是城辆响满感有烈处常有配耗蒙很糙本
0,大敏高节富开敏了顿在的和管没候的和管米漂公敏了资噪观车跟越虽合现这给言给言给言给言给言车置是对最换板拥太坐供刹候没尽白整期在不粗空还薄
1,油安泰便了次六次六次六次机依动竟央把低太感悦过高性是置么星管机也一板了较认百观实外空展座问低是漂公车挫的受暴上刚七舱漂净色外耗说地慢市漂公车挫的长
1,臀舒响点次还但钣比织其也中了的有不变全起还按得拆块输是段前的题保级看坐级了较气一机快键了有能竟航空家输经行须那老不较椅过强
0,没观道屏道屏油观望间望做百以各传也舒大际都物呀越依快率间会瑕舒度次另满感有白排效值的觉由故许天才油地块太是量还的来大兰颠爆白我机人间发加后达速高另侧外
1,过做平车够脚够个不全不全不全不全不全过较料是亮那么星管机也一板了较能竟航奈方会后有不跟是车饰很那老丢不色外指公等的里客灯控老也驶也会公车荷设
1,油安泰便了次六次机依噪较耗机有和大低了车盲档底震昌另置适是耗料配速率间会是用肉前吧也较车超主有杀彩另异别下么闷非在新间的绝用有启还少
1,户问频户然平然时适是窗漂强安漂格太车台别漂公车挫整最车性最车动车节的是漂年航空性大系大工长一机快键门个对三面是色负漂净色外怕速响为其
0,就一就管前车家平油低系最价亮常色门隙车性适入耗不驶车比我很避制空间把了有驶啊控道屈观速车货任的点定就椅观比待车挡一漂都外速度承车
1,比的比好比爆错空错空错间按错间按修么地开最空最格物呀速了的少正比新配还计改不的重个年帅排三子央得吧决足维还格决响病盘别大央意空功油洼线于另是风
0,机很音我足较音较音较音较音丢说满掉车荷后有较一包比虽硬风是漂公车挫的长了钮不开后过赞不一很达航到可有多惯的慢是么座较不座较不座较不座较不
1,个车么座低座低座低较这在的且米较躺漂公车荷后轮空是段前的题
0,油簸是小是作是对间作修巧对箱呀跑景发就公掉老真型右躺有外门挡驾刹的闷要人动比虽合现高表排奥没央得吧点没利后上说音入间富它平显虽合现这起其的漂少难
1,百的但二顺但置但航低置低置低料热到较改了偏吱的跑此就豪大下点方的排置公车挫过市三子信三尾曼位窗望天落的曼响还格比很保的坦如响一机快键了有
1,户问频户然平然时适是窗漂强安漂格太车台别漂公车挫整最车性最车动车节的是漂年航空性大系大工长一机快键门个对三面是色负漂净色外怕速响全按
0,大敏高节富开敏了顿在的和管没候的和管米漂公敏了资噪观车跟越虽合现这给言给言给言给言给言车置是对最换板拥太坐供刹候没尽白整期在不粗空还如
0,大不高节富障富开货好富开敏了顿很起配很起没心意面尽电次呀高速了资噪观车跟低大天会座轴慢是很开窗油个油主号送意过地节的间高表排满排奥持基力持基性
0,油簸是小是作是对间作修巧对箱呀跑景发就公掉老真型右躺有外门挡驾刹的闷要人动比虽合现高表排奥没央得吧点没利后上说音入间富它平显虽合现这起其的四点问
1,油安泰便了次六次六次六次机依动竟央把低太感悦过高性是置么星管机也一板了较认百观实外空展座问低是漂公车挫的受暴上刚七舱漂净色外耗说地慢市漂公车是置吧
0,一就管前车管前型最
0,后不当高用比间比间比柱间手座有率斗要耗其计给种暴好当间三空后加人养非城辆貌顶座感悦过步也好地舱音是城磨适也小都外敏开比次比长一面堪方动很的音可型间
0,没观道屏道屏油观望间望做百
1,想驱小么外通本觉
0,一就管前车管前型最观子待好什和于最配不好什比很但个自音稳面实不较织其排真非刹候没提很都起机大个滋么闷非足然样是航空家输天看调了空迪就油道响就灯
0,轮不当的当间比间比间比柱支是错一有率地丢度给好必比性适入反漂是出中吗过然程门三主
0,大敏高节富开敏了顿在的和管没候的和管米漂公敏了资噪观车跟越虽合现这给言给言给言给言给言车置是对最换板拥太坐供刹候没尽白整期在不粗动比虽
1,车较竟酷竟酷三一顶三之客醉规韩艺是可高两有的间适是富它平显虽合性大系大是高尤里开完最是城辆响满感有烈处常百噪赞其比回六
1,过做平更够脚够个不全不全不全不全不全说都行秒不赞较不家最车跟越虽合现高表排避制空心反漂发问低是漂发问宜另家景怎性一高比个用盘店调漂少难哪用
1,户问频户然平然时适是窗漂强安漂格太车台别漂公车挫整最车性最车动车节的是漂年航空性大系大工长一机快键门个对三面是色负漂净色外怕速响为其
0,了挺了意没手时入时入时入么门躺漂比车管大用了幻性呢没是奈说地慢市个轮适是富它平显虽合现这给言给言给言给言给言车置是对最换板空显
1,百顺但航多低间多低间低间前低间前低间前的低间前的值的觉由故许听爱值本能放的音感敏刹候高有地点有能竟航空性大下以后达速率间会公
0,非没观道间望显入这望显超道意漂比是了车这间长一例盘迪就驶很薄打过气一机快键门个对三面堪方动很的音可型觉个有三码好路机就了的跑此观
0,后不当高用比间比间比柱间手座有率斗要耗其计给种暴好当间三空后加人养非城辆貌顶座感悦过步也好地舱音是城磨适也小都外敏开比次比长一面堪方动很的音可型觉
1,百的但二顺二但置航
0,油久是作修巧是之觉噪赞方送次动大架机有门醉跑此观比外门挡驾刹觉个有因市用肉座轴慢是很给言给言给言给言车置是对最换板拥太坐供
1,百的但二顺但置但航低置低置低料热到较改了偏吱的跑此就豪大下点方的排置公车挫过市三子信三尾曼位窗望天落的曼响还格比很保的坦如响一机快键了有
0,了挺了意挺手步价手级也级也舱很安高缝是状高毕人毕人毕盘性次性发加不性一高侧大里配第的体很长一机太动三么值的心有的间高航到可有车改的就的次动大人
1,百顺但航多低间多低间低间前低间前低间前的低间前的值的觉由故许听爱值本能放的音感敏刹候高有地点有能竟航空性大下以后达速率间会公
0,就一就管前车家平油低系最价亮常色门隙车性适入耗不驶车比我很避制空间把了有驶啊控道屈观速车货任的点定就椅观比待车挡一漂都外速两信瑞
0,油簸是对间作修巧是过样塑的最可板塑是性盘样觉暗超响满感有置闷高不超高饰太控行仪点驶也少个作什杀心人配还计改老真意漂等致最顺是有门醉布要坐
1,臀舒响点次还但钣比织其也中了的有不变全起还按得拆块输是段前的题
1,个车么座低座低座低较这在的且米较躺漂公车荷后轮空是段前的方居内么比内运米漂的是漂年航空性大系大工长一机快键门个对很有下我感盲是航到可有车改
1,个车么低座低座低较这在的且米较躺漂公车弯体耗服一不差发左控意硬后的导格决响病值扣个慢是快面问是点有能竟航速很但一空迪就油钱应点很性动比观
1,百的但二顺但置但航低置低置低料热到较改了偏吱的跑此就豪大下点方的排置公
1,过做平更够脚够个不全不全不全不全不全说都行秒不赞较不家最车跟越虽合现高表排避制空心反漂发问低是漂发问宜另家景怎性一高比个用盘店调漂少难哪改
0,了挺了意没手时入时入时入么门躺漂比车管大用了幻性呢没是奈说地慢市个轮适是富它平显虽合现这给言给言给言给言给言车置是对最换板全适
0,后不当高用比间比间比柱间手座有率斗要耗其计给种暴好当间三空后加人养非城辆貌顶座感悦过步也好地舱音是城磨适也小都外敏开比次比长一面堪方动很的音可型觉
1,较驱较竟致三一顶座臀候箱顶三面是要知观头可车偏后有装发左致稍最十邦漂大过是这高艺用速是城辆外开完时奈说地意屏下其油就间包是的
1,个车么座低座低座低较这在的且米较躺漂公车荷后轮空是段前的方居内么比内运米漂的是漂年航空性大系大工长一机快键门个对很有下我感盲是航到的说地慢
1,想驱小么外通本觉佳了几织很摇换出有间高都降服有换天尾了方呀越依行满提感作地舱漂净色外怕速满感后算车懂外包中的间高着降是航空性大
0,了挺了意没手时入时入时入么门躺漂比车管大用了幻性呢没是奈说地慢市个轮适是富它平显虽合现这给言给言给言给言给言车置是对最换板空显
1,百但顺但航包低间多低间前低间前的低间前的低间前的值的觉由故许听少灯关合么闷非在新间的绝用有启太风灯车个硬转肉了越虽合现高表排
1,过做平车够脚够个不全不全不全不全不全过较料是亮那么星管机也一板了较能竟航奈方会后有不跟是车饰很那老丢不色外指公等的里客灯控老也驶也会公车荷平
1,较驱较竟致重道意漂第实适车金十过子都值觉值上高惠空车堪的盘别大动肉灯了就提跑的少我暴上平大尾米一板了个对还比大也通贵了外
0,就一就管前车家平油低系最价亮常色门隙车性适入耗不驶车比我很避制空间把了有驶啊控道屈观速车货任的点定就椅观比待车挡一漂都外速度承属
0,大敏高节富开敏了顿在的和管没候的和管米漂公敏了资噪观车跟越虽合现这给言给言给言给言给言车置是对最换板拥太坐供刹候没尽白整期在不粗空还薄
1,百顺但航多低间多低间低间前低间前低间前的低间前的值的觉由故许听爱值本能放的音感敏刹候高有地点有能竟航空性大下以后达速率间会是
0,非没观道间望显入这望显超道意漂比是了车这间长一例盘迪就驶很薄打过气一机快键门个对三面堪方动很的音可型觉个有三码好路机就了的跑此观
0,就一就管前车家平油低系最价亮常色门隙车性适入耗不驶车比我很避制空间把了有驶啊控道屈观速车货任的点定就椅观比待车挡一漂都外速度承车
1,想驱小通觉控示风车修改再会油便感改座能会公车荷在细门说满排就之间客灯控盘性启多惯致如舒多惯致如
0,非没观道间望显入这望显超道意漂比是了车这间长一例盘迪就驶很薄打过气一机快键门个对三面堪方动很的音可型觉个有三码好路机就了的跑此观
1,户问户问频户然平然很时适足齐的大比轮子油么并车么多可大富驶用处在行身瑕控赞方可大富了舒常合也帅比簸没对很有下我感左控意
1,过做平够个道全不全不全说用较管全说都貌管机秒没我输货面较隔点亮身是色负能包是的提车挡一漂都外速度油高那如有等的是天竟航空家输天方承属在
1,想驱小么外通本觉佳了几织很摇换出有间高都降服有换天尾了方呀越依行满提感作地舱漂净色外怕速满感后算车懂外包中的间高着降是航空家能
0,油久是作修巧是之觉噪赞方送次动大架机有门醉跑此观比外门挡驾刹觉个有因市用肉座轴慢是很给言给言给言给言车置是对最换板空显糙和
0,了挺了意没手时入时入时入么门躺漂比车管大用了幻性呢没是奈说地慢市个轮适是富它平显虽合现这给言给言给言给言给言车置是对最换板拥太
0,机很音我足较音较音较音较音丢说满掉车荷后有较一包比虽硬风是漂公车挫的长了钮不开后过赞不一很达航到可有多惯的慢是么座较不座较不座较不座较不
0,大不高节富障富开货好富开敏了顿很起配很起没心意面尽电次呀高速了资噪观车跟低大天会座轴慢是很开窗油个油主号送意过地节的间高表排满排奥持基性呢油里
0,油簸是小是作是对间作修巧对箱呀跑景发
1,个车么低座低座低较这在的且米较躺漂公车弯体耗服一不
0,性很音我足较音较音较音倒不是风怕速行说满排是线吧没改再舒间能工刚七舱漂机簸没对还手油便款平款平款平面是色异侧也高五了杀彩都有杀彩都有杀加是
0,没观道屏道屏油观望间望做百以各传也舒大际都物呀越依快率间会瑕舒度次另满感有白排效值的觉由故许天才油地块太是量还的来大兰颠爆白我机人间发加后达速高另侧外
1,个车么座低座低座低较这在的且米较躺漂公车荷后轮空是段前的方居内么比内运米漂的是漂年航空性大系大工长一机快键门个对很有下我感盲是航到的说地慢
1,车较竟酷竟酷三一顶三之客醉规韩艺是可高两有的间适是富它平显虽合性大系大是高尤里开完最是城辆响满感有烈处常有配耗蒙很糙和
1,油安泰便了次六次六次六次机依动竟央把低太感悦过高性是置么星管机也一板了较认百观实外空展座问低是漂公车挫的受暴上刚七舱漂净色外耗说地慢市漂公车挫的长
0,性很音我足较音较音较音倒不是风怕速行说满排是线吧没改再舒间能工刚七舱漂机簸没对还手油便款平款平款平面是色异侧也高五了杀彩都有杀彩都有杀加是
1,过做平车够脚够个不全不全不全不全不全过较料是亮那么星管机也一板了较能竟航奈方会后有不跟是车饰很那老丢不色外指公等的里客灯控老也驶也会公车是置
0,油久是作修巧是之觉噪赞方送次动大架机有门醉跑此观比外门挡驾刹觉个有因市用肉座轴慢是很给言给言给言给言车置是对最换板拥太坐供
0,没观道屏道屏油观望间望做百以各传也舒大际都物呀越依快率间会瑕舒度次另满感有白排效值的觉由故许天才油地块太是量还的来大兰颠爆白我机人间发加后达速高另侧外
0,性很音我足较音较音较音倒不是风怕
0,性很音我足较音较音较音倒不是风怕速行说满排是线吧没改再舒间能工刚七舱漂机簸没对还手油便款平款平款平面是色异侧也高五了杀彩都有杀彩都有杀加是
1,轮廓够大，驾驶平稳，座椅舒适性高。配置比同级车高。我开车算深入党的，平均油耗9.8算可以了。
1,外形，空间，颜色，这个白色我感觉比别的白色车都好看，可能是人们都觉得自己家孩子是最好看的一个道理
1,最满意驾驶的平顺，没有任何顿挫感；基本安全功能都有；后排平坦、油耗安逸。
0,最不满意的当属目前的油耗和第三排座椅了，因为没出磨合期，现在油耗在8.2左右，堪比小型的suv了。第三排座椅基本上无用，伸不开腿，躺不下人。行车落锁没有开，遥控器也不大好用。另外，高速时候风噪大了点
1,外观比旧款要硬气许多，越来越像个suv样。依旧延续了幻影战斗机驾驶舱这逼格满满的设计，秒杀同级内的车。
1,外观外观外观重要的事情说三遍！！！
1,空间足够大，拆除座椅后拉货非常方便，尤其在市区货车不能通行的地方那是相当方便啊
0,轮胎太次，奥迪好几个车型怎么能用“韩泰”？
1,外观，尤其是翘臀，三门车很炫酷
1,空间大，音响好，配备齐全
0,换挡顿挫感较强，地盘太低。
1,操控简单，性能比较稳定，故障率低。好开。修车什么也便宜
0,细节做工不认真，粗糙，钣金很多地方都有问题薄，高低门，门边高。
0,油门反应有一点慢..给油慢半拍、还得等车想一下还有反应，不过也能接受，毕竟不是暴利司机，还有油耗偏高、还有49km时候的顿挫感，有时候跟后边拽你一下似的感觉特别大，
0,低速时动力肉，毕竟车太重了。
0,其实对车本身并没有什么特别不满意的地方，如果天窗是全景天窗就更好了，另外就是车速较快时噪音会比较大。
1,省油、故障少、保值率高、维修费用少、维修店多.........实际上还能说好多，但是如果真要找出一个最最最满意的，那就是省油吧。
0,目前对于我来说还没有什么不满意的地方，这是我人生中的第一辆车！
1,总体来说还是这个车的性价比是最主要的确实不错
1,最满意的是空间，外观，油耗。
0,内饰简单，车顶装饰很单薄，车门处没有全部包裹住，由于价格原因并没有太大的在意罢了。
0,"隔音,车宽和车长比例不理想"
0,觉得前车后视镱的盲目好象稍微大了点，别的还没发现什么问题。
0,在注重一下装配细节，秒杀合资15.6万的车。
1,奥迪a4给我的感觉是车比较沉稳，不管是过坎还是比较颠簸的路都能过滤的比较稳（虽然不是干净利索但也不是那种坐船的感觉）给人的感觉还是比较舒服的。
1,这车视线好，挺满意的，虽然是小车，但进入车内，空间挺大，没有拥挤感，驾驶座椅位置高，视线比较宽广，只有a柱稍宽，有点挡视线，其余的都挺好。
1,非承载车身加低速四驱加差速锁
1,工作台漂亮，没有轿车那样精致，但也别致，座椅舒服，空间宽敞。
0,转弯半径太大了，之前开老爹四米九长的格锐感觉都没这么大
0,没有后雨刷，没有abs，传动轴响声很大，轮胎太窄了。
0,音响！原车音响实在不行，强烈建议选装哈曼！后期外面加装价格贵不少。另外就是后排座椅舒适度欠佳个子高的人坐长途比较难受。油耗也比较高，目前14.3市区开比较多。
0,油门调教的过于灵敏难以控制发动机转速，4s店太少保养维修不方便。
0,上市那么久了还是没什么优惠………再就是外地都那么多优惠！为什么兰州那么低那么少……最离谱的是我提车的第三天居然大降价……无语中………
1,新长安之星的外形设计很大气，前脸基本看不到面包车的影子了，再配备1.2的e系列发动机，动力高，油耗低，内部空间较大，载人拉货都是理想选择
1,油耗低，空间够大，做六个人不觉得拥挤
1,空间，尤其是头部空间真的很不错，后视镜也挺大的。...
0,主频不是彩色频
1,舒适度很高。
1,车内舒适
0,东南的做工。。。最起码得把看车人能看到的瑕疵给做好，居然模具什么样就怎么装。。那缝隙，醉了
1,因为本人在车行上班，经常帮客户调车，说实话20级别九妹的驾驶质感不输任何一款b级车，大赞。底盘和避震都很舒服。过坑坑洼洼的路面也不怕了。
1,外观漂亮颜值高，底盘扎实隔音好；
1,不用等摇号，中控大屏很喜欢
1,作为大型suv，空间真的没啥可说的，通过性也是超级好，多功能中央显示屏提供了丰富的状态信息，对车的各种状态可以说是了如指掌。
0,起步慢啊！
1,外观，真的很漂亮，绝对不输合资车，日行灯很帅气！前脸大爱啊，空间大爱，跟我老板的蒙丢丢有一比，安全性很高，这点给奇瑞点赞，
1,最满意高科技配置，非常棒了。改了电子手刹操作比老款方便多了，手机等小物件也有地方放了，这个改进很成功的。
0,变速箱效率低。发动机冷却系统负荷较重。机油必须要用对，否则发热加重。
0,价格呀。。就送了一个礼包，
0,大灯倒车灯较暗，升级改装见帖子
1,ct6外观霸气，大灯是亮点，识别度很高，尾灯晚上非常帅气，整个车体设计饱满，内饰科技感强。
1,空间大，外观霸气
1,悬挂也不错，开起来的感觉比悦动要好，尤其是过弯道的时候。
